Task,corrAns,StimFile,Name,Proffession,Letter1,Letter2,Letter3,NotSeen,used_in_block,Encoding_names.thisRepN,Encoding_names.thisTrialN,Encoding_names.thisN,Encoding_names.thisIndex,text_9.started,text_9.stopped,polygon_7.started,polygon_7.stopped,Face_name.started,Name_caption.started,participant,session,date,expName,psychopyVersion,frameRate,
encoding_name,3,Images_Faces/O31.jpg,Filip,0,P.,V.,F.,None,1.0,0,0,0,0,13.763161799986847,17.7631595999992,17.7631595999992,19.815509199979715,19.815509199979715,19.815509199979715,,001,2023-02-20_10h45.10.571,FacesNamesProffessions_Encoding,2022.2.5,60.17701671168778,
